artist_name,track_name,release_date,genre,lyrics
Frank Ocean,Self Control,2016,soul,"Poolside convo about your summer last night, ooh yeah About your summer last night Ain't give you no play, mmm Could I make you shive last night? Could I make you shy on the last night, last night? Could we make it in? Do we have time? I'll be the boyfriend in your wet dreams tonight Noses on a rail, little virgin wears the white You cut your hair, but you used to live a blonded life Wish I was there, wish we'd grown up on the same advice And our time was right Keep a place for me, for me I'll sleep between y'all, it's nothing It's nothing, it's nothing Keep a place for me, for me Now and then, you miss it, sounds make you cry Some nights, you dance with tears in your eyes I came to visit, 'cause you see me like a UFO That's like never, 'cause I made you use your self-control And you made me lose my self-control, my self-control Keep a place for me, for me I'll sleep between y'all, it's nothing Keep a place for me It's nothing, it's nothing It's nothing, it's nothing Sometimes you'll miss it And the sound will make you cry And some nights, you're dancing With tears in your eyes You might also like[Outro: Frank Ocean] I, I, I know you gotta leave, leave, leave Take down some summertime Give up, just tonight, 'night, 'night I, I, I know you got someone comin' You're spittin' game, know you got it I, I, I know you gotta leave, leave, leave Take down some summertime Give up, just tonight, 'night, 'night I, I, I know you got someone comin' You're spittin' game, know you got it (Yeah) I, I, I know you gotta leave, leave, leave Take down some summertime Give up, just tonight, 'night, 'night I, I, I know you got someone comin' You're spittin' game, know you got it"
Justin Timberlake,What Goes Around... / ...Comes Around (Interlude),2006,soul,"Hey, girl Is he everything you wanted in a man? You know I gave you the world You had me in the palm of your hand So why your love went away? I just can't seem to understand Thought it was me and you, baby Me and you until the end, but I guess I was wrong, uh Don't wanna think about it (Uh) Don't wanna talk about it (Uh) I'm just so sick about it Can't believe it's endin' this way Just so confused about it (Uh) Feelin' the blues about it (Yeah) I just can't do without ya Tell me, is this fair? Is this the way it's really going down? Is this how we say goodbye? Should've known better when you came around That you were gonna make me cry It's breakin' my heart to watch you run around 'Cause I know that you're livin' a lie But that's okay, baby, 'cause in time, you will find What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around Yeah You might also like[Verse 2: Justin Timberlake] Now, girl I remember everything that you claimed You said that you were movin' on now (On now) And maybe I should do the same (Maybe I should do the same) The funny thing about that is I was ready to give you my name Thought it was me and you, baby And now it's all just a shame and I guess I was wrong, uh Don't wanna think about it (No) Don't wanna talk about it (Hmm) I'm just so sick about it Can't believe it's endin' this way Just so confused about it (Uh) Feelin' the blues about it (Yeah) I just can't do without ya Can you tell me, is this fair? Is this the way it's really going down? Is this how we say goodbye? (Uh) Should've known better when you came around Should've known better that you were gonna make me cry And now it's breakin' my heart to watch you run around 'Cause I know that you're livin' a lie That's okay, baby, 'cause in time, you will find What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around Yeah What goes around comes around Yeah What goes around comes around You should know that What goes around comes around Yeah What goes around comes around You should know that (Yeah) Don't wanna think about it (No) Don't wanna talk about it (Hmm) I'm just so sick about it Can't believe it's endin' this way Just so confused about it (Uh) Feelin' the blues about it (Yeah) I just can't do without ya Tell me, is this fair? Is this the way it's really going down? Is this how we say goodbye? (Oh) Should've known better when you came around Should've known better that you were gonna make me cry It's breakin' my heart to watch you run around (Now it's breakin' my heart) 'Cause I know that you're livin' a lie But that's okay, baby, 'cause in time, you will find What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around, yeah Yep, yep, yep Let me paint this picture for you, baby, yep You spend your nights alone and he never comes home And every time you call him, all you get's a busy tone I heard you found out that he's doin' to you What you did to me, ain't that the way it goes? When you cheated, girl, my heart bleeded, girl So it goes without sayin' that you left me feelin' hurt Just a classic case, a scenario Tale as old as time, girl, you got what you deserved And now you want somebody (Hey) To cure the lonely nights (Hey) You wish you had somebody (Hey) That could come and make it right (Hey) But girl, I ain't somebody (Hey) With a lot of sympathy (Hey) You'll see, see (What goes around comes back around) I thought I told ya, hey (What goes around comes back around) I thought I told ya, hey (What goes around comes back around) I thought I told ya, hey (What goes around comes back around) I thought I told ya, hey (Take it to 'em, hey, hey, hey, hey) Hahahaha (Hey, hey, hey, hey, take it to 'em) See, you should've listened to me, baby (Hey, hey, hey, hey, hey, hey, take it to 'em) Hey, hey, hey, hey (Hey, hey, hey, hey, hey, hey, hey, take it to 'em, hey, hey, hey) (Hey, girl) Because (What goes around comes back around) Hahahaha"
Ariana Grande,Tattooed Heart,2013,soul,"You don't need a lot of money Honey, you don't have to play no games All I need is all your lovin' To get the blood rushing through my veins, oh I wanna say we're going steady Like it's 1954 No, it doesn't have to be forever Just as long as I'm the name on your tattooed heart Tattooed heart, tattooed heart Tattooed heart, tattooed heart Tattooed heart, tattooed heart You don't need to worry about making me crazy 'Cause I'm way past that, yeah And so just call me if you want me, 'cause you got me And I'll show you how much I want to be on your tattooed heart Tattooed heart, tattooed heart Tattooed heart, tattooed heart Tattooed heart, tattooed heart Just as long as I'm the name on your tattooed heart Wrap me in your jacket, my baby And lay me in your bed And kiss me underneath the moonlight Darling, let me trace the lines on your tattooed heart Tattooed heart, tattooed heart Tattooed heart, tattooed heart Tattooed heart, tattooed heart Just as long as I'm the name on your tattooed heart"
JAY-Z & Kanye West,Gotta Have It,2011,soul,"Turn my headphones up Louder Uh-huh, uh-huh What you need, what—what you need I got what you need, what—what you need What you need, what—what you need I got what you need Hello, hello, hello, hello, white America, assassinate my character Money matrimony, yeah, they tryna break the marriage up Who gon' act phony or who gon' try to embarrass ya? I'ma need a day off, I think I'll call Ferris up Bueller had a Muller, but I switched it for a Mille 'Cause I’m richer, and prior to this shit, was movin' free base Had a conference with the DJs (Yeah?), Puerto Rico, three days Poli with the PDs, now they got our shit on replay Sorry I'm in pajamas, but I just got off the PJ And last party we had, they shut down Prive Ain't that where the Heat play? (Yup) Niggas hate ballers these days (Yup) Ain't that like LeBron James? Ain't that just like D-Wade? Wait What you need, what—what you need I got what you need, what—what you need What you need, what—what you need I got what you need What's up, what's up, what's up, what's up, motherfucker? Where my money at? You gon' make me come down to your house where your mommy at Mummy wrap the kids, have 'em cryin' for they mommy back Dummy that your daddy is, tell him I just want my racks Racks on racks on racks (Racks) Maybachs on 'Bachs on 'Bachs on 'Bachs on 'Bachs Who in that? Oh shit, it's just Blacks on Blacks on Blacks Hundred stack, how you get it? Nigga, layin' raps on tracks I wish I could give you this feeling, I'm planking on a million I'm riding through your hood, you can bank I ain't got no ceiling Made a left on Nostrand Ave, (Right), we in Bed-Stuy Made a right on 79th, I'm coming down South Shore Drive I remain Chi-Town, Brooklyn 'til I die You might also like[Outro: James Brown] Take 'em on home I got what you need, what—what you need Take 'em on home What you need, what—what you need I got what you need, what—what you need Take 'em on home Tryna hurt my name, huh?"
Hozier,To Be Alone,2014,soul,"Never feel too good in crowds With folks around, when they're playing The anthems of rape culture loud Crude and proud, creatures baying All I've ever done is hide From our times, when you're near me Honey, when you kill the lights and kiss my eyes I feel like a person for a moment of my life But you don't know what hell you put me through To have someone kiss the skin that crawls from you To feel your weight in arms I'd never use It's the God that heroin prays to It feels good, girl, it feels good It feels good, girl, it feels good It feels good, girl, it feels good Oh, to be alone with you Whoa-oh, oh-oh, oh-oh, oh Oh-oh oh, oh-oh-oh, oh-oh, oh-oh Whoa-oh, oh-oh, oh-oh, oh Oh-oh oh, oh-oh-oh, oh-oh, oh-oh, oh-oh, oh-oh, oh-oh, oh-oh There are questions I can't ask Now at last, the worst is over See the way you hold yourself Reel against, your body's borders I know that you hate this place Not a trace of me would argue Honey, we should run away, oh someday Our baby and her momma, and the damaged love she made But I don't know what else that I would do Than to try to kiss the skin that crawls from you Than feel your weight in arms I'd never use It's the god that heroin prays to It feels good, girl, it feels good It feels good, girl, it feels good It feels good, girl, it feels good Oh, to be alone with you Whoa-oh, oh-oh, oh-oh, oh Oh-oh oh, oh-oh-oh, oh-oh, oh-oh Whoa-oh, oh-oh, oh-oh, oh Oh-oh oh, oh-oh-oh, oh-oh, oh-oh Whoa-oh, oh-oh, oh-oh, oh Oh-oh oh, oh-oh-oh, oh-oh, oh-oh Whoa-oh, oh-oh, oh-oh, oh Oh-oh oh, oh-oh-oh, oh-oh, oh-oh, oh-oh, oh-oh, oh-oh, oh-oh Feels good, girl, it feels good Feels good, girl, it feels good It feels good, girl, it feels good Oh, to be alone with you"
Prince,Little Red Corvette,1982,soul,"I guess I should've known by the way you parked your car sideways That it wouldn't last See, you're the kinda person that believes in makin' out once Love 'em and leave 'em fast I guess I must be dumb 'cause you had a pocket full of horses Trojan and some of them used But it was Saturday night, I guess that makes it all right And you say - ""What have I got to lose?"" And honey, I say Little Red Corvette Baby, you're much too fast (Oh) Little Red Corvette You need a love that's gonna last I guess I should've closed my eyes when you drove me to the place Where your horses run free 'Cause I felt a little ill when I saw all the pictures Of the jockeys that were there before me Believe it or not, I started to worry I wondered if I had enough class But it was Saturday night, I guess that makes it all right And you say, ""Baby, have you got enough gas?"" Oh yeah! Little Red Corvette Baby, you're much too fast (Yes you are) Little Red Corvette You need to find a love that's gonna last (Oh, oh) A body like yours oughta be in jail 'Cause it's on the verge of bein' obscene Move over, baby, gimme the keys I'm gonna try to tame your little red love machine Little Red Corvette Baby, you're much too fast Little Red Corvette Need to find a love that's gonna last, hey hey Little Red Corvette Honey, you got to slow down (Got to slow down) Little Red Corvette 'Cause if you don't, you're gonna run your Little Red Corvette right in the ground (Little Red Corvette) Right down to the ground (Honey, you got to slow down) You, you, you got to slow down (Little Red Corvette) You're movin' much too fast, too fast Need to find a love that's gonna last Girl, you got an ass like I never seen, ow! And the ride I say the ride is so smooth, you must be a limousine Ow! Baby, you're much too fast Little Red Corvette You need a love, you need a love that's, uh, that's gonna last (Little Red Corvette) Babe, you got to slow down (You got to slow down) Little Red Corvette 'Cause if you don't, 'cause if you don't You're gonna run your body right into the ground (Right into the ground) Right into the ground (Right into the ground) Right into the ground (Right into the ground) Little Red Corvette"
"Kendrick Lamar, Summer Walker & Ghostface Killah",Purple Hearts,2022,soul,"Mmm, tippy-toeing and I'm mud-walkin', hmm Rollin' sevens, I ain't bred for no coffin I know y'all love it when the drugs talkin', but Shut the fuck up when you hear love talkin' Shut the fuck up when you hear love talkin' If God be the source then I am the plug talkin' Yeah, baby, yeah, baby Yeah, baby, yeah, baby This my undisputed truth, uh-huh My life is like forbidden fruit, my bitch know better than I do A woman's worth, I barely went to church, I'd rather fast with you Than fuck it up, fucking with skirts 'cause I'm rational A nigga still gon' be a nigga, emoji heart, my family pictures Two-steppin' away from rappers, I don't trust their true intеntions I'm not in the music business, I been in the human businеss Whole life been social distant, hoes like when you not trippin' I duck the party, who said they saw me? Crown on Bob Marley, wrist on Yo Gotti They gon' judge yo’ life for a couple likes on the double tap Them hoes is sorry, they all get bodied I bless it that you have an open heart, I bless that you forgive I bless it that you can learn from a loss, I bless it that you heal I bless one day that you attract somebody with your mind exact A patient life, flaws, bless 'em twice, and they'll bless you back Tippy-toeing and I'm mud-walkin', hmm Rollin' sevens, I ain't bred for no coffin I know y'all love it when the drugs talkin', but Shut the fuck up when you hear love talkin' Shut the fuck up when you hear love talkin' If God be the source, then I am the plug talkin' Yeah, baby, yeah, baby Yeah, baby, yeah (How's love) How's love when it's haunting your soul? But my nigga left, his ass on the road Gossiping 'bout some shit you don't know Oh, you ho (Yeah, yeah, yeah, fo' sho') I hate it here, baby daddy still on my phone I hate it here, asking if I been on the pole I hate it here, if you keep lurking on the low If you a fan, just let me know Yeah, yeah, yeah, yeah (Yeah, yeah) Now, if it's love, I deserve to get some head on a balcony sometimes, sometimes And if I feel where your heart can be, you'll still be a part of me I love my, love my (Love my, love my) Summer in the storm, I cannot conform (I cannot conform, I cannot conform) I just might love you still, just think I love me more It ain't love if you gon' judge me for my past No, it ain't love if you ain't never eat my ass It ain't love if you just only tie me down because you seen me in my bag That's why I'm anti-everyone before this mask You might also like[Chorus: Kendrick Lamar & Summer Walker, Summer Walker] Mmm, tippy-toeing and I'm mud-walkin', hmm Rollin' sevens, I ain't bred for no coffin I know y'all love it when the drugs talkin', but Shut the fuck up when you hear love talkin' Shut the fuck up when you hear love talkin' If God be the source, then I am the plug talkin' Yeah, baby, yeah, baby Yeah, baby, yeah Yo, yo Telekinesis, I'm purifying these D speeches While I'm crying, I clean the feet of the sweet Jesus Dreams, visions get blurry of the Elohim, it's light It's known to tear retinas in a single gleam Shut the fuck up when you hear His love talkin' To the mind, it's God's cypher divine in a small portion, uh Faded pictures, this global madness need intervention This world's in The Twilight Zone, this is the fifth dimension God, please blow the whistle, we need an intermission My good deeds in front of your door, I'm standing by the entrance With heavy baggage, my brother's ashes I seen tragic, I did dirt, smacked death and held it to that nigga cabbage Love, we killin' greed, we killin' homelessness And I don't give a fuck about this land, I want ownership Bow your head for just God's sake Listen what the stars say when I say it's God's way Tippy-toeing and I'm mud-walkin', hmm Rollin' sevens, I ain't bred for no coffin I know y'all love it when the drugs talkin', but Shut the fuck up when you hear love talkin' Shut the fuck up when you hear love talkin' If God be the source, then I am the plug talkin' Yeah, baby, yeah, baby Yeah, baby, yeah, baby"
Summer Walker,Drunk Dialing…LODT,2019,soul,"It's 3:34 and I don't need no more You can call it what you want, but I'ma call it dumb Too much liquor known to make you call a nigga And I done had too much Which is givin' me excuses to Make me think I want you when I don't and I know this Know that you a dog, you always do me wrong, oh But it made me wanna call you like I'm on one and I want some And I need you to come over (Oh no, ah) Too much Patrón'll have you callin' his phone or Have you wantin' some more, have you wantin' some more Too much Patrón'll have you callin' his phone or Have you wantin' some more Oh, damn Boy, you know I, I, I love you Oh, with everything you do, eh-eh And I just can't quite understand it But love makes sense of you (Yeah, eh) 'Cause I love you, but I know I wouldn't wanna wait For your heart to finally see me through And I'd love for you, do-do-do Yeah, said I"
Alicia Keys,Empire State of Mind (Part II) Broken Down,2010,soul,"Ooooh, New York Ooooh, New York Grew up in a town that is famous as a place of movie scenes Noise is always loud, there are sirens all around and the streets are mean If I can make it here, I can make it anywhere, that's what they say Seein' my face in lights or my name in marquees found down on Broadway Even if it ain't all it seems, I got a pocketful of dreams Baby, I'm from New York Concrete jungle where dreams are made of There's nothin' you can't do Now you're in New York These streets will make you feel brand-new Big lights will inspire you Hear it for New York, New York, New York On the avenue, there ain't ever a curfew, ladies work so hard Such a meltin' pot, on the corner sellin' rock, preachers pray to God Hail a gypsy cab, takes me down from Harlem to the Brooklyn Bridge Someone sleeps tonight with a hunger far more than an empty fridge I'ma make it by any means, I got a pocketful of dreams Baby, I'm from New York Concrete jungle where dreams are made of There's nothin' you can't do Now you're in New York These streets will make you feel brand-new Big lights will inspire you Hear it for New York, New York, New York One hand in the air for the big city Street lights, big dreams, all lookin' pretty No place in the world that can compare Put your lighters in the air, everybody say ""Yeah, yeah! Yeah, yeah!"" In New York Concrete jungle where dreams are made of There's nothin' you can't do Now you're in New York These streets will make you feel brand-new Big lights will inspire you Hear it for New York"
Frank Ocean,Sweet Life,2012,soul,"The best song wasn't the single, but you weren't either Livin' in Ladera Heights, the black Beverly Hills Domesticated paradise, palm trees and pools The water's blue, swallow the pill Keepin' it surreal, whatever you like Whatever feels good, whatever takes your mountain high Keepin' it surreal, not sugar-free My TV ain't HD, that's too real Grapevine, mango, peaches, and limes, the sweet life The sweet life, sweet life Sweet life, sweet life The sweet, sweet, sweet, sweet life Sweet life, the sweet life Sweetie pie You've had a landscaper and a house keeper since you were born The starshine always kept you warm So why see the world, when you got the beach? Don't know why see the world, when you got the beach The sweet life The best song wasn't the single But you couldn't turn your radio down Satellite need a receiver, can't seem to turn the signal fully off Transmitting the waves You're catching that breeze 'til you're dead in the grave But you're keepin' it surreal, whatever you like Whatever feels good, whatever takes your mountain high Keepin' it surreal, not sugar-free My TV ain't HD, that's too real Grapevines, mango, peaches, and lime, a sweet life You might also like[Pre-Chorus] A sweet life A sweet life, yeah A sweet life, a sweet life A sweet life Live and die in the life You've had a landscaper and a house keeper since you were born (Yeah) The starshine always kept you warm So why see the world, when you got the beach? Don't know why see the world, when you got the beach? And the water is exactly what I wanted (Ah) It's everything I thought it would be (Thought it would be) But this neighborhood is gettin' trippier every day The neighborhood is goin' ape shit crazy, ahh You've had a landscaper and a house keeper since you were born The starshine always kept you warm So why see the world, when you got the beach? Don't know why see the world, when you got the beach The sweet life"
Michael Jackson & Justin Timberlake,Love Never Felt So Good,2014,soul,"Dancin' Let me see you move, come on Dancin' Let me see you move Baby, love never felt so good And I doubt if it ever could Not like you hold me, hold me Oh baby, love never felt so fine And I doubt if it's never mine Not like you hold me, hold me And the night is gonna be just fine Gotta fly, gotta see, can't believe I can't take it, cause Baby, every time I love you In and out of my life, in and out baby Tell me, if you really love me It's in and out of my life, in and out baby So baby, love never felt so good Baby, love never felt so fine And I doubt if it was ever mine Not like you hold me, hold me Ooh baby, love never felt so good And I doubt if it ever could Not like you hold me, hold me And the night through the thick and thin Gotta fly, gotta see, can't believe I can't take it cause Baby, every time I love you In and out of my life, in and out baby Tell me, if you really love me It's in and out of my life, in and out baby So baby, love never felt so good You might also like[Bridge: Justin Timberlake] Dancin' Let me see you move, come on Let me see you move Dancin' Let me see you move, come on I said let me see you move Michael And the night, that is good Gotta fly, gotta see, can't believe I can't take it cause Baby, every time I love you In and out of my life, in and out baby Tell me, if you really love me It's in and out of my life, in and out baby So baby, love never felt so good Baby, every time I love you In and out of my life, in and out baby Tell me, if you really love me It's in and out of my life, in and out baby So baby, love never felt so good"
Ariana Grande & Justin Bieber,Stuck with U,2020,soul,"Mmm Hey, yeah (That's just for fun) (What?) (I'm stuck with you) Ah I'm not one to stick around One strike and you're out, baby Don't care if I sound crazy But you never let me down, no, no That's why when the sun's up, I'm stayin' Still layin' in your bed, singin' Ooh, ooh, ooh, ooh Got all this time on our hands Might as well cancel our plans, yeah I could stay here for a lifetime So, lock the door and throw out the key Can't fight this no more, it's just you and me And there's nothin' I, nothin' I, I can do I'm stuck with you, stuck with you, stuck with you So, go ahead and drive me insane Baby, run your mouth, I still wouldn't change Being stuck with you, stuck with you, stuck with you I'm stuck with you, stuck with you, stuck with you, baby There's nowhere we need to be, no, no, no I'ma get to know you better Kinda hope we're here forever There's nobody on these streets If you told me that the world's endin' Ain't no other way that I can spend it Oh, oh, oh, oh (Ooh) Got all this time in my hands Might as well cancel our plans (Yeah, yeah) I could stay here forever You might also like[Chorus: Justin Bieber with Ariana Grande] So, lock the door and throw out the key Can't fight this no more, it's just you and me And there's nothin' I, nothin' I, I can do I'm stuck with you, stuck with you, stuck with you So, go ahead and drive me insane Baby, run your mouth, I still wouldn't trade Being stuck with you, stuck with you, stuck with you I'm stuck with you, stuck with you, stuck with you Woah Baby, come take all my time Go on, make me lose my mind We got all that we need here tonight I lock the door (Lock the door) and throw out the key Can't fight this no more (Can't fight this no more), it's just you and me And there's nothin' I, nothin' I'd rather do I'm stuck with you, stuck with you, stuck with you So, go ahead and drive me insane Baby, run your mouth, I still wouldn't change All this lovin' you, hatin' you, wantin' you I'm stuck with you, stuck with you, stuck with You, oh, oh Stuck with you, stuck with you, stuck with you"
Kendrick Lamar,Chapter Six,2011,soul,"Ridin' with them boys and girls and we're high All we want to do is have a good time Young, wild, and reckless is how we live life Pray that we make it to twenty-one (One, one, one, one) Oh, oh, we make it to twenty-one (One, one, one, one, one, one, one) Ridin' with them boys and girls and we're high All we want to do is have a good time Young, wild, and reckless is how we live life Pray that we make it to twenty-one (One, one, one, one) Oh, oh, we make it to twenty-one (One, one, one, one, one, one, one) I'm glad we was able to talk about her vice and her evils There is an even more important topic I'd like to discuss The dysfunctional bastards of the Ronald Reagan era Young men that learned to do everything spiteful This is your generation Live fast and die young Who's willing to explain this story? Ridin' with them boys and girls and we're high All we want to do is have a good time Young, wild, and reckless is how we live life Pray that we make it to twenty-one (One, one, one, one) Oh, oh, we make it to twenty-one (One, one, one, one, one, one, one) Ridin' with them boys and girls and we're high All we want to do is have a good time Young, wild, and reckless is how we live life Pray that we make it to twenty-one (One, one)"
R. Kelly,I Believe I Can Fly,1996,soul,"I used to think that I could not go on And life was nothing but an awful song But now I know the meaning of true love I'm leaning on the everlasting arms If I can see it, then I can do it If I just believe it, there's nothing to it I believe I can fly I believe I can touch the sky I think about it every night and day Spread my wings and fly away I believe I can soar I see me running through that open door I believe I can fly I believe I can fly I believe I can fly (Woo) See I was on the verge of breaking down Sometimes silence can seem so loud There are miracles in life I must achieve But first I know it starts inside of me, ho-oh If I can see it (Woo), then I can be it If I just believe it, there's nothing to it I believe I can fly I believe I can touch the sky I think about it every night and day Spread my wings and fly away I believe I can soar I see me running through that open door I believe I can fly I believe I can fly Oh I believe I can fly (Woo) Hey, 'cause I believe in me Ohhh If I can see it (Woo), then I can do it (I can do it) If I just believe it, there's nothing to it (Hey!) I believe I can fly (Woo!) I believe I can touch the sky I think about it every night and day Spread my wings and fly away I believe I can soar I see me running through that open door I believe I can fly (I can fly) I believe I can fly (I can fly) I believe I can fly (I can fly) Hey, if I just spread my wings (I can fly) I can fly (I can fly) I can fly (I can fly) I can fly, hey (I can fly) If I just spread my wings (I can fly) I can fly (I can fly) (I can fly) (Woo!) (I can fly) Fly-eye-eye"
Beyoncé,Pretty Hurts,2013,soul,"Ms. Third Ward, your first question: What is your aspiration in life? Oh, well, my aspiration in life would be To be happy Mama said, ""You're a pretty girl What's in your head, it doesn't matter Brush your hair, fix your teeth What you wear is all that matters"" Just another stage Pageant the pain away This time, I'm gonna take the crown Without fallin' down, down, down Pretty hurts We shine the light on whatever's worst Perfection is a disease of a nation (Pretty hurts, pretty hurts) Pretty hurts We shine the light on whatever's worst We try to fix something But you can't fix what you can't see It's the soul that needs a surgery Blonder hair, flat chest TV says bigger is better South Beach, sugar-free Vogue says thinner is better Just another stage Pageant the pain away This time, I'm gonna take the crown Without fallin' down, down, down Pretty hurts We shine the light on whatever's worst Perfection is a disease of a nation (Pretty hurts, pretty hurts) (Pretty hurts) Pretty hurts (Pretty hurts) We shine the light on whatever's worst We try to fix something But you can't fix what you can't see It's the soul that needs the surgery Ain't got no doctor or pill that can take the pain away The pain's inside and nobody frees you from your body It's the soul, it's my soul that needs surgery (It's my soul that needs surgery) Plastic smiles and denial can only take you so far Then you break when the fake façade leaves you in the dark You're left with shattered mirrors and the shards of a beautiful past Pretty hurts We shine the light on whatever's worst (Pretty hurts) Perfection is a disease of a nation (Pretty hurts) Pretty hurts (Pretty hurts) We shine the light on whatever's worst Tryna fix something (Pretty hurts) But you can't fix what you can't see It's the soul that needs a surgery When you're alone all by yourself (Pretty hurts, pretty hurts) And you're lyin' in your bed (Pretty hurts, pretty hurts) Reflection stares right into you (Pretty hurts, pretty hurts) Are you happy with yourself? (Pretty hurts, pretty hurts) You stripped away the masquerade (Pretty hurts, pretty hurts) The illusion has been shed (Pretty hurts, pretty hurts) Are you happy with yourself? (Pretty hurts, pretty hurts) Are you happy with yourself? (Pretty hurts, pretty hurts) Yeah, yes (Ah, ah, ah)"
Nina Simone,Feeling Good,1965,soul,"Birds flying high, you know how I feel Sun in the sky, you know how I feel Breeze driftin' on by, you know how I feel It's a new dawn It's a new day It's a new life for me, yeah It's a new dawn It's a new day It's a new life for me, ooh And I'm feeling good Fish in the sea, you know how I feel River running free, you know how I feel Blossom on the tree, you know how I feel It's a new dawn It's a new day It's a new life for me And I'm feeling good Dragonfly out in the sun, you know what I mean, don't you know? Butterflies all havin' fun, you know what I mean Sleep in peace when day is done, that's what I mean And this old world is a new world And a bold world, for me Stars when you shine, you know how I feel Scent of the pine, you know how I feel Oh, freedom is mine And I know how I feel It's a new dawn It's a new day It's a new life for me I'm feeling good!"
The Weeknd,Out of Time,2022,soul,"Yeah, yeah The last few months, I've been workin' on me, baby There's so much trauma in my life I've been so cold to the ones who loved me, baby I look back now and I realize And I remember when I held you You begged me with your drowning eyes to stay And I regret I didn't tell you Now I can't keep you from loving him You made up your mind Say I love you, girl, but I'm out of time Say I'm there for you, but I'm out of time Say that I'll care for you, but I'm out of time Said I'm too late to make you mine, out of time (Ah) If he mess up just a little Baby, you know my line If you don't trust him a little Then come right back, girl, come right back Give me one chance, just a little Baby, I'll treat you right And I'll love you like I shoulda loved you all the time And I remember when I held you (Held you, baby) You begged me with your drowning eyes to stay (Never again, baby) And I regret I didn't tell you (Hey) Now I can't keep you from loving him You made up your mind (Uh) Say I love you, girl, but I'm out of time Say I'm there for you, but I'm out of time (No) Say that I'll care for you, but I'm out of time (Hey) Said I'm too late to make you mine, out of time (Ah) You might also like[Outro: The Weeknd] Ooh, singin', out of time Said I had you to myself, but I'm out of time Say that I'll care for you, but I'm out of time But I'm too late to make you mine, out of time (Uh) Out of time Out of time Don't you dare touch that dial Because like the song says, you are out of time You're almost there, but don't panic There's still more music to come Before you're completely engulfed in the blissful embrace of that little light you see in the distance Soon you'll be healed, forgiven, and refreshed Free from all trauma, pain, guilt, and shame You may even forget your own name But before you dwell in that house forever Here's thirty minutes of easy listening to some slow tracks On 103.5 Dawn FM"
OutKast,The Way You Move,2003,soul,"Boom, boom, boom Ha-ha! Ready for action, nip it in the bud We never relaxing, OutKast is everlasting Not clashing, not at all But, see, my nigga went to do a little acting Now, that's for anyone asking, give me one, pass 'em Drip-drip-drop—there goes an eargasm Now you cumming out the side of your face We tapping right into your memory banks (Thanks!) So click it or ticket, let's see your seat belt fastened Trunk rattling, like two midgets in the backseat 'rassling Speakerboxxx vibrate the tag Make it sound like aluminum cans in the bag But I know y'all wanted that 808 Can you feel that B-A-S-S, bass? But I know y'all wanted that 808 Can you feel that B-A-S-S, bass? I like the way you move I like the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way I love the way you move I love the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way The whole room fell silent, the girls all paused with glee Turning left, turning right, are they looking at me? Well, I was looking at them, there, there, on the dance floor Now, they got me in the middle, feeling like a man-whore 'Specially the big girl Big girls need love, too—no discrimination here, squirrel So keep your hands off my cheeks And let me study how you ride the beat, you big freak Skinny-slim women got the cameltoe within them You can hump them, lift them, bend them Give them something to remember Yell out ""Timber!"" when you fall through the chop shop Take a deep breath and exhale Your ex-male-friend-boyfriend was boring as hell But let me listen to the story you tell And we can make moves like a person in jail: on the low, ho You might also like[Chorus: Sleepy Brown] I like the way you move I like the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way I love the way you move I love the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way Hey, baby, girl, don't you stop me Come on, lady, dance all around me You (Look so fine) You look so fine (Look so fine) You driving me (Out of my) Out of my mind (Out my mind) Ooh, baby, if I could I would just leave with you, baby Oooh, 'cause you light me, and excite me And you know, you got me, baby, ooh! I like the way you move (I like the way you move) I like the way you move (Ooh, you're so sexy, baby), woo-ooh-ooh I love the way you move I love the way (Oh, oh), I love the way (Ooh) I love the way you move (I love the way you move) I love the way you move (Ooh, you're so sexy, baby), woo-ooh-ooh I love the way you move I love the way, I love the way I like the way you move I like the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way..."
